candidate_season_key,season_id,season_name,candidate_name,normalized_rank,normalized_exit_rank,at_risk,exits_at_rank,exit_cause_at_rank,gender_male,gender_label,physical_score,physical_label,age_band,age_label
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,Hélène Patry,7,14,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,Hélène Patry,8,14,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,Hélène Patry,9,14,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,Hélène Patry,10,14,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,Hélène Patry,11,14,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,Hélène Patry,12,14,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,Hélène Patry,13,14,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,Hélène Patry,14,14,1,1,VOTE_CONSEIL,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::moundir zoughari,KL03,Koh-Lanta : Bocas del Toro,Moundir Zoughari,1,16,1,0,,1,Homme,1.0,Profil physique,26-33,26–33 ans
KL03::moundir zoughari,KL03,Koh-Lanta : Bocas del Toro,Moundir Zoughari,2,16,1,0,,1,Homme,1.0,Profil physique,26-33,26–33 ans
KL03::moundir zoughari,KL03,Koh-Lanta : Bocas del Toro,Moundir Zoughari,3,16,1,0,,1,Homme,1.0,Profil physique,26-33,26–33 ans
KL03::moundir zoughari,KL03,Koh-Lanta : Bocas del Toro,Moundir Zoughari,4,16,1,0,,1,Homme,1.0,Profil physique,26-33,26–33 ans
KL03::moundir zoughari,KL03,Koh-Lanta : Bocas del Toro,Moundir Zoughari,5,16,1,0,,1,Homme,1.0,Profil physique,26-33,26–33 ans
KL03::moundir zoughari,KL03,Koh-Lanta : Bocas del Toro,Moundir Zoughari,6,16,1,0,,1,Homme,1.0,Profil physique,26-33,26–33 ans
KL03::moundir zoughari,KL03,Koh-Lanta : Bocas del Toro,Moundir Zoughari,7,16,1,0,,1,Homme,1.0,Profil physique,26-33,26–33 ans
