"candidate_season_key","season_id","season_name","candidate_name","age_found","age_value","age_source_url","age_source_excerpt","age_source_quality","age_confidence","gender_found","gender_normalized","gender_source_url","gender_source_excerpt","gender_source_quality","gender_confidence","profession_found","profession_raw","profession_normalized","profession_source_url","profession_source_excerpt","profession_source_quality","profession_confidence","sport_evidence_found","explicit_sport_activity","sport_name","sport_frequency","sport_intensity","competition_level","years_of_practice","muscularity_evidence_found","documented_muscular_build","muscularity_evidence_text","physical_source_url_1","physical_source_excerpt_1","physical_source_quality_1","physical_source_url_2","physical_source_excerpt_2","physical_source_quality_2","proposed_physical_score","physical_positive_reason","physical_zero_reason","physical_score_justification","physical_score_confidence","research_status","researcher_notes","manual_reviewer_decision"
"KL17::benoît jorion-fahy","KL17","Koh-Lanta : Johor","Benoît Jorion-Fahy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::manon allender","KL17","Koh-Lanta : Johor","Manon Allender","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::loïc crespin","KL17","Koh-Lanta : Johor","Loïc Crespin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::isabelle haouzi","KL17","Koh-Lanta : Johor","Isabelle Haouzi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::margot perrot houwaer","KL17","Koh-Lanta : Johor","Margot Perrot Houwaer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::alban pellegrin","KL17","Koh-Lanta : Johor","Alban Pellegrin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::corinne bargoin samuelian","KL17","Koh-Lanta : Johor","Corinne Bargoin Samuelian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::cédric giosserand-lucas","KL17","Koh-Lanta : Johor","Cédric Giosserand-Lucas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::charlaine cuny","KL17","Koh-Lanta : Johor","Charlaine Cuny","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::nessim kouachi","KL17","Koh-Lanta : Johor","Nessim Kouachi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::jeff santiago","KL17","Koh-Lanta : Johor","Jeff Santiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::christophe pendon","KL17","Koh-Lanta : Johor","Christophe Pendon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::jessica potel","KL17","Koh-Lanta : Johor","Jessica Potel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::sébastien ballesteros","KL17","Koh-Lanta : Johor","Sébastien Ballesteros","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::bruno peisey","KL17","Koh-Lanta : Johor","Bruno Peisey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::mélissa bastin","KL17","Koh-Lanta : Johor","Mélissa Bastin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::chantel ménard","KL17","Koh-Lanta : Johor","Chantel Ménard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL17::marc rambaud","KL17","Koh-Lanta : Johor","Marc Rambaud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL22::aliséa","KL22","Koh-Lanta : La Guerre des Chefs","Aliséa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL22::carinne","KL22","Koh-Lanta : La Guerre des Chefs","Carinne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
